F.ID,F.ID.W,Site,Transect,Habitat,Edgedist,Season,Date,GUD,Available,Forage,Tmax,Tmin,Tmed,Urine,Precip
C3woods60,C3woods60winter1,C,3,woods,60,winter1,12.19.2018,54,1400,YES,5.5,-5.222,0.139,no.urine,0
C3woods20,C3woods20winter1,C,3,woods,20,winter1,12.19.2018,474,1400,YES,5.5,-5.222,0.139,no.urine,0
C3edge0,C3edge0winter1,C,3,edge,0,winter1,12.19.2018,1394,1400,NO,5.5,-5.222,0.139,no.urine,0
C3field20,C3field20winter1,C,3,field,20,winter1,12.19.2018,676,1400,YES,5.5,-5.222,0.139,no.urine,0
C3field60,C3field60winter1,C,3,field,60,winter1,12.19.2018,1396,1400,NO,5.5,-5.222,0.139,no.urine,0
C1woods60,C1woods60winter1,C,1,woods,60,winter1,12.21.2018,712,1400,YES,8,3,5.5,no.urine,2.1082
C1woods20,C1woods20winter1,C,1,woods,20,winter1,12.21.2018,1068,1400,YES,8,3,5.5,no.urine,2.1082
C1edge0,C1edge0winter1,C,1,edge,0,winter1,12.21.2018,1389,1400,NO,8,3,5.5,no.urine,2.1082
C1field20,C1field20winter1,C,1,field,20,winter1,12.21.2018,1396,1400,NO,8,3,5.5,no.urine,2.1082
C1field60,C1field60winter1,C,1,field,60,winter1,12.21.2018,1397,1400,NO,8,3,5.5,no.urine,2.1082
C2woods60,C2woods60winter1,C,2,woods,60,winter1,12.21.2018,1145,1400,YES,8,3,5.5,no.urine,2.1082
C2woods20,C2woods20winter1,C,2,woods,20,winter1,12.21.2018,676,1400,YES,8,3,5.5,no.urine,2.1082
C2edge0,C2edge0winter1,C,2,edge,0,winter1,12.21.2018,1396,1400,NO,8,3,5.5,no.urine,2.1082
C2field20,C2field20winter1,C,2,field,20,winter1,12.21.2018,1395,1400,NO,8,3,5.5,no.urine,2.1082
C2field60,C2field60winter1,C,2,field,60,winter1,12.21.2018,1395,1400,NO,8,3,5.5,no.urine,2.1082
C3woods60,C3woods60winter1,C,3,woods,60,winter1,12.21.2018,1377,1400,NO,8,3,5.5,no.urine,2.1082
C3woods20,C3woods20winter1,C,3,woods,20,winter1,12.21.2018,1232,1400,YES,8,3,5.5,no.urine,2.1082
C3edge0,C3edge0winter1,C,3,edge,0,winter1,12.21.2018,1389,1400,NO,8,3,5.5,no.urine,2.1082
C3field20,C3field20winter1,C,3,field,20,winter1,12.21.2018,578,1400,YES,8,3,5.5,no.urine,2.1082
C3field60,C3field60winter1,C,3,field,60,winter1,12.21.2018,1398,1400,NO,8,3,5.5,no.urine,2.1082
C1woods60,C1woods60winter1,C,1,woods,60,winter1,12.22.2018,84,1400,YES,3.278,-0.889,1.194,no.urine,0.152
C1woods20,C1woods20winter1,C,1,woods,20,winter1,12.22.2018,1332,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C1edge0,C1edge0winter1,C,1,edge,0,winter1,12.22.2018,1400,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C1field20,C1field20winter1,C,1,field,20,winter1,12.22.2018,1394,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C1field60,C1field60winter1,C,1,field,60,winter1,12.22.2018,1400,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C2woods60,C2woods60winter1,C,2,woods,60,winter1,12.22.2018,1379,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C2woods20,C2woods20winter1,C,2,woods,20,winter1,12.22.2018,1377,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C2edge0,C2edge0winter1,C,2,edge,0,winter1,12.22.2018,1381,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C2field20,C2field20winter1,C,2,field,20,winter1,12.22.2018,1395,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C2field60,C2field60winter1,C,2,field,60,winter1,12.22.2018,1188,1400,YES,3.278,-0.889,1.194,no.urine,0.152
C3woods60,C3woods60winter1,C,3,woods,60,winter1,12.22.2018,1391,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C3woods20,C3woods20winter1,C,3,woods,20,winter1,12.22.2018,1351,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C3edge0,C3edge0winter1,C,3,edge,0,winter1,12.22.2018,1394,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C3field20,C3field20winter1,C,3,field,20,winter1,12.22.2018,1386,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C3field60,C3field60winter1,C,3,field,60,winter1,12.22.2018,1397,1400,NO,3.278,-0.889,1.194,no.urine,0.152
C1woods60,C1woods60winter1,C,1,woods,60,winter1,12.23.2018,1398,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C1woods20,C1woods20winter1,C,1,woods,20,winter1,12.23.2018,980,1400,YES,1.889,-2.611,-0.361,no.urine,0.025
C1edge0,C1edge0winter1,C,1,edge,0,winter1,12.23.2018,1390,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C1field20,C1field20winter1,C,1,field,20,winter1,12.23.2018,1400,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C1field60,C1field60winter1,C,1,field,60,winter1,12.23.2018,1398,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C2woods60,C2woods60winter1,C,2,woods,60,winter1,12.23.2018,1397,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C2woods20,C2woods20winter1,C,2,woods,20,winter1,12.23.2018,1395,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C2edge0,C2edge0winter1,C,2,edge,0,winter1,12.23.2018,1400,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C2field20,C2field20winter1,C,2,field,20,winter1,12.23.2018,1398,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C2field60,C2field60winter1,C,2,field,60,winter1,12.23.2018,1400,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C3woods60,C3woods60winter1,C,3,woods,60,winter1,12.23.2018,1394,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C3woods20,C3woods20winter1,C,3,woods,20,winter1,12.23.2018,1400,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C3edge0,C3edge0winter1,C,3,edge,0,winter1,12.23.2018,1394,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
C3field20,C3field20winter1,C,3,field,20,winter1,12.23.2018,796,1400,YES,1.889,-2.611,-0.361,no.urine,0.025
C3field60,C3field60winter1,C,3,field,60,winter1,12.23.2018,1397,1400,NO,1.889,-2.611,-0.361,no.urine,0.025
A1woods60,A1woods60spring,A,1,woods,60,spring,3.23.2019,1595,1600,NO,4.111,-3.778,0.167,no.urine,0
A1woods20,A1woods20spring,A,1,woods,20,spring,3.23.2019,1561,1600,NO,4.111,-3.778,0.167,no.urine,0
A1edge0,A1edge0spring,A,1,edge,0,spring,3.23.2019,1589,1600,NO,4.111,-3.778,0.167,no.urine,0
A1field20,A1field20spring,A,1,field,20,spring,3.23.2019,1405,1600,YES,4.111,-3.778,0.167,no.urine,0
A1field60,A1field60spring,A,1,field,60,spring,3.23.2019,48,1600,YES,4.111,-3.778,0.167,no.urine,0
A2woods60,A2woods60spring,A,2,woods,60,spring,3.23.2019,1587,1600,NO,4.111,-3.778,0.167,no.urine,0
A2woods20,A2woods20spring,A,2,woods,20,spring,3.23.2019,1395,1600,YES,4.111,-3.778,0.167,no.urine,0
A2edge0,A2edge0spring,A,2,edge,0,spring,3.23.2019,1567,1600,NO,4.111,-3.778,0.167,no.urine,0
A2field20,A2field20spring,A,2,field,20,spring,3.23.2019,973,1600,YES,4.111,-3.778,0.167,no.urine,0
A2field60,A2field60spring,A,2,field,60,spring,3.23.2019,1414,1600,YES,4.111,-3.778,0.167,no.urine,0
A3woods60,A3woods60spring,A,3,woods,60,spring,3.23.2019,108,1600,YES,4.111,-3.778,0.167,no.urine,0
A3woods20,A3woods20spring,A,3,woods,20,spring,3.23.2019,1400,1600,YES,4.111,-3.778,0.167,no.urine,0
A3edge0,A3edge0spring,A,3,edge,0,spring,3.23.2019,657,1600,YES,4.111,-3.778,0.167,no.urine,0
A3field20,A3field20spring,A,3,field,20,spring,3.23.2019,611,1600,YES,4.111,-3.778,0.167,no.urine,0
A3field60,A3field60spring,A,3,field,60,spring,3.23.2019,137,1600,YES,4.111,-3.778,0.167,no.urine,0
A1woods60,A1woods60spring,A,1,woods,60,spring,3.24.2019,542,1600,YES,8.389,-4.056,2.167,no.urine,0
A1woods20,A1woods20spring,A,1,woods,20,spring,3.24.2019,1496,1600,YES,8.389,-4.056,2.167,no.urine,0
A1edge0,A1edge0spring,A,1,edge,0,spring,3.24.2019,1590,1600,NO,8.389,-4.056,2.167,no.urine,0
A1field20,A1field20spring,A,1,field,20,spring,3.24.2019,447,1600,YES,8.389,-4.056,2.167,no.urine,0
A1field60,A1field60spring,A,1,field,60,spring,3.24.2019,14,1600,YES,8.389,-4.056,2.167,no.urine,0
A2woods60,A2woods60spring,A,2,woods,60,spring,3.24.2019,1187,1600,YES,8.389,-4.056,2.167,no.urine,0
A2woods20,A2woods20spring,A,2,woods,20,spring,3.24.2019,1307,1600,YES,8.389,-4.056,2.167,no.urine,0
A2edge0,A2edge0spring,A,2,edge,0,spring,3.24.2019,1595,1600,NO,8.389,-4.056,2.167,no.urine,0
A2field20,A2field20spring,A,2,field,20,spring,3.24.2019,1503,1600,YES,8.389,-4.056,2.167,no.urine,0
A2field60,A2field60spring,A,2,field,60,spring,3.24.2019,1217,1600,YES,8.389,-4.056,2.167,no.urine,0
A3woods60,A3woods60spring,A,3,woods,60,spring,3.24.2019,1577,1600,NO,8.389,-4.056,2.167,no.urine,0
A3woods20,A3woods20spring,A,3,woods,20,spring,3.24.2019,1578,1600,NO,8.389,-4.056,2.167,no.urine,0
A3edge0,A3edge0spring,A,3,edge,0,spring,3.24.2019,1563,1600,NO,8.389,-4.056,2.167,no.urine,0
A3field20,A3field20spring,A,3,field,20,spring,3.24.2019,1442,1600,YES,8.389,-4.056,2.167,no.urine,0
A3field60,A3field60spring,A,3,field,60,spring,3.24.2019,1113,1600,YES,8.389,-4.056,2.167,no.urine,0
A1woods60,A1woods60spring,A,1,woods,60,spring,3.25.2019,1408,1600,YES,14.333,0.889,7.611,no.urine,0.152
A1woods20,A1woods20spring,A,1,woods,20,spring,3.25.2019,1584,1600,NO,14.333,0.889,7.611,no.urine,0.152
A1edge0,A1edge0spring,A,1,edge,0,spring,3.25.2019,1591,1600,NO,14.333,0.889,7.611,no.urine,0.152
A1field20,A1field20spring,A,1,field,20,spring,3.25.2019,1325,1600,YES,14.333,0.889,7.611,no.urine,0.152
A1field60,A1field60spring,A,1,field,60,spring,3.25.2019,1599,1600,NO,14.333,0.889,7.611,no.urine,0.152
A2woods60,A2woods60spring,A,2,woods,60,spring,3.25.2019,1578,1600,NO,14.333,0.889,7.611,no.urine,0.152
A2woods20,A2woods20spring,A,2,woods,20,spring,3.25.2019,1562,1600,NO,14.333,0.889,7.611,no.urine,0.152
A2edge0,A2edge0spring,A,2,edge,0,spring,3.25.2019,1593,1600,NO,14.333,0.889,7.611,no.urine,0.152
A2field20,A2field20spring,A,2,field,20,spring,3.25.2019,61,1600,YES,14.333,0.889,7.611,no.urine,0.152
A2field60,A2field60spring,A,2,field,60,spring,3.25.2019,852,1600,YES,14.333,0.889,7.611,no.urine,0.152
A3woods60,A3woods60spring,A,3,woods,60,spring,3.25.2019,1578,1600,NO,14.333,0.889,7.611,no.urine,0.152
A3woods20,A3woods20spring,A,3,woods,20,spring,3.25.2019,1582,1600,NO,14.333,0.889,7.611,no.urine,0.152
A3edge0,A3edge0spring,A,3,edge,0,spring,3.25.2019,1526,1600,NO,14.333,0.889,7.611,no.urine,0.152
A3field20,A3field20spring,A,3,field,20,spring,3.25.2019,1408,1600,YES,14.333,0.889,7.611,no.urine,0.152
A3field60,A3field60spring,A,3,field,60,spring,3.25.2019,796,1600,YES,14.333,0.889,7.611,no.urine,0.152
A1woods60,A1woods60spring,A,1,woods,60,spring,3.26.2019,1438,1600,YES,6.722,-4.611,1.056,no.urine,0
A1woods20,A1woods20spring,A,1,woods,20,spring,3.26.2019,1391,1600,YES,6.722,-4.611,1.056,no.urine,0
A1edge0,A1edge0spring,A,1,edge,0,spring,3.26.2019,1560,1600,NO,6.722,-4.611,1.056,no.urine,0
A1field20,A1field20spring,A,1,field,20,spring,3.26.2019,1082,1600,YES,6.722,-4.611,1.056,no.urine,0
A1field60,A1field60spring,A,1,field,60,spring,3.26.2019,1115,1600,YES,6.722,-4.611,1.056,no.urine,0
A2woods60,A2woods60spring,A,2,woods,60,spring,3.26.2019,279,1600,YES,6.722,-4.611,1.056,no.urine,0
A2woods20,A2woods20spring,A,2,woods,20,spring,3.26.2019,214,1600,YES,6.722,-4.611,1.056,no.urine,0
A2edge0,A2edge0spring,A,2,edge,0,spring,3.26.2019,25,1600,YES,6.722,-4.611,1.056,no.urine,0
A2field20,A2field20spring,A,2,field,20,spring,3.26.2019,107,1600,YES,6.722,-4.611,1.056,no.urine,0
A2field60,A2field60spring,A,2,field,60,spring,3.26.2019,5,1600,YES,6.722,-4.611,1.056,no.urine,0
A3woods60,A3woods60spring,A,3,woods,60,spring,3.26.2019,1490,1600,YES,6.722,-4.611,1.056,no.urine,0
A3woods20,A3woods20spring,A,3,woods,20,spring,3.26.2019,1572,1600,NO,6.722,-4.611,1.056,no.urine,0
A3edge0,A3edge0spring,A,3,edge,0,spring,3.26.2019,1567,1600,NO,6.722,-4.611,1.056,no.urine,0
A3field20,A3field20spring,A,3,field,20,spring,3.26.2019,141,1600,YES,6.722,-4.611,1.056,no.urine,0
A3field60,A3field60spring,A,3,field,60,spring,3.26.2019,27,1600,YES,6.722,-4.611,1.056,no.urine,0
A1woods60,A1woods60spring,A,1,woods,60,spring,3.27.2019,782,1600,YES,6.056,-5.444,0.306,no.urine,0
A1woods20,A1woods20spring,A,1,woods,20,spring,3.27.2019,1528,1600,NO,6.056,-5.444,0.306,no.urine,0
A1edge0,A1edge0spring,A,1,edge,0,spring,3.27.2019,1332,1600,YES,6.056,-5.444,0.306,no.urine,0
A1field20,A1field20spring,A,1,field,20,spring,3.27.2019,11,1600,YES,6.056,-5.444,0.306,no.urine,0
A1field60,A1field60spring,A,1,field,60,spring,3.27.2019,577,1600,YES,6.056,-5.444,0.306,no.urine,0
A2woods60,A2woods60spring,A,2,woods,60,spring,3.27.2019,44,1600,YES,6.056,-5.444,0.306,no.urine,0
A2woods20,A2woods20spring,A,2,woods,20,spring,3.27.2019,973,1600,YES,6.056,-5.444,0.306,no.urine,0
A2edge0,A2edge0spring,A,2,edge,0,spring,3.27.2019,3,1600,YES,6.056,-5.444,0.306,no.urine,0
A2field20,A2field20spring,A,2,field,20,spring,3.27.2019,97,1600,YES,6.056,-5.444,0.306,no.urine,0
A2field60,A2field60spring,A,2,field,60,spring,3.27.2019,32,1600,YES,6.056,-5.444,0.306,no.urine,0
A3woods60,A3woods60spring,A,3,woods,60,spring,3.27.2019,233,1600,YES,6.056,-5.444,0.306,no.urine,0
A3woods20,A3woods20spring,A,3,woods,20,spring,3.27.2019,1204,1600,YES,6.056,-5.444,0.306,no.urine,0
A3edge0,A3edge0spring,A,3,edge,0,spring,3.27.2019,274,1600,YES,6.056,-5.444,0.306,no.urine,0
A3field20,A3field20spring,A,3,field,20,spring,3.27.2019,54,1600,YES,6.056,-5.444,0.306,no.urine,0
A3field60,A3field60spring,A,3,field,60,spring,3.27.2019,217,1600,YES,6.056,-5.444,0.306,no.urine,0
A1woods60,A1woods60spring,A,1,woods,60,spring,3.28.2019,136,1600,YES,13.778,0.222,7,no.urine,0
A1woods20,A1woods20spring,A,1,woods,20,spring,3.28.2019,1052,1600,YES,13.778,0.222,7,no.urine,0
A1edge0,A1edge0spring,A,1,edge,0,spring,3.28.2019,1471,1600,YES,13.778,0.222,7,no.urine,0
A1field20,A1field20spring,A,1,field,20,spring,3.28.2019,10,1600,YES,13.778,0.222,7,no.urine,0
A1field60,A1field60spring,A,1,field,60,spring,3.28.2019,11,1600,YES,13.778,0.222,7,no.urine,0
A2woods60,A2woods60spring,A,2,woods,60,spring,3.28.2019,268,1600,YES,13.778,0.222,7,no.urine,0
A2woods20,A2woods20spring,A,2,woods,20,spring,3.28.2019,202,1600,YES,13.778,0.222,7,no.urine,0
A2edge0,A2edge0spring,A,2,edge,0,spring,3.28.2019,9,1600,YES,13.778,0.222,7,no.urine,0
A2field20,A2field20spring,A,2,field,20,spring,3.28.2019,24,1600,YES,13.778,0.222,7,no.urine,0
A2field60,A2field60spring,A,2,field,60,spring,3.28.2019,28,1600,YES,13.778,0.222,7,no.urine,0
A3woods60,A3woods60spring,A,3,woods,60,spring,3.28.2019,1561,1600,NO,13.778,0.222,7,no.urine,0
A3woods20,A3woods20spring,A,3,woods,20,spring,3.28.2019,1182,1600,YES,13.778,0.222,7,no.urine,0
A3edge0,A3edge0spring,A,3,edge,0,spring,3.28.2019,893,1600,YES,13.778,0.222,7,no.urine,0
A3field20,A3field20spring,A,3,field,20,spring,3.28.2019,134,1600,YES,13.778,0.222,7,no.urine,0
A3field60,A3field60spring,A,3,field,60,spring,3.28.2019,35,1600,YES,13.778,0.222,7,no.urine,0
B1woods60,B1woods60spring,B,1,woods,60,spring,3.23.2019,1554,1600,NO,4.111,-3.778,0.167,no.urine,0
B1woods20,B1woods20spring,B,1,woods,20,spring,3.23.2019,1573,1600,NO,4.111,-3.778,0.167,no.urine,0
B1edge0,B1edge0spring,B,1,edge,0,spring,3.23.2019,564,1600,YES,4.111,-3.778,0.167,no.urine,0
B1field20,B1field20spring,B,1,field,20,spring,3.23.2019,739,1600,YES,4.111,-3.778,0.167,no.urine,0
B1field60,B1field60spring,B,1,field,60,spring,3.23.2019,1407,1600,YES,4.111,-3.778,0.167,no.urine,0
B2woods60,B2woods60spring,B,2,woods,60,spring,3.23.2019,1574,1600,NO,4.111,-3.778,0.167,no.urine,0
B2woods20,B2woods20spring,B,2,woods,20,spring,3.23.2019,821,1600,YES,4.111,-3.778,0.167,no.urine,0
B2edge0,B2edge0spring,B,2,edge,0,spring,3.23.2019,1333,1600,YES,4.111,-3.778,0.167,no.urine,0
B2field20,B2field20spring,B,2,field,20,spring,3.23.2019,1321,1600,YES,4.111,-3.778,0.167,no.urine,0
B2field60,B2field60spring,B,2,field,60,spring,3.23.2019,1591,1600,NO,4.111,-3.778,0.167,no.urine,0
B3woods60,B3woods60spring,B,3,woods,60,spring,3.23.2019,494,1600,YES,4.111,-3.778,0.167,no.urine,0
B3woods20,B3woods20spring,B,3,woods,20,spring,3.23.2019,129,1600,YES,4.111,-3.778,0.167,no.urine,0
B3edge0,B3edge0spring,B,3,edge,0,spring,3.23.2019,1496,1600,YES,4.111,-3.778,0.167,no.urine,0
B3field20,B3field20spring,B,3,field,20,spring,3.23.2019,1582,1600,NO,4.111,-3.778,0.167,no.urine,0
B3field60,B3field60spring,B,3,field,60,spring,3.23.2019,1567,1600,NO,4.111,-3.778,0.167,no.urine,0
B1woods60,B1woods60spring,B,1,woods,60,spring,3.24.2019,1592,1600,NO,8.389,-4.056,2.167,no.urine,0
B1woods20,B1woods20spring,B,1,woods,20,spring,3.24.2019,1580,1600,NO,8.389,-4.056,2.167,no.urine,0
B1edge0,B1edge0spring,B,1,edge,0,spring,3.24.2019,1381,1600,YES,8.389,-4.056,2.167,no.urine,0
B1field20,B1field20spring,B,1,field,20,spring,3.24.2019,1249,1600,YES,8.389,-4.056,2.167,no.urine,0
B1field60,B1field60spring,B,1,field,60,spring,3.24.2019,1587,1600,NO,8.389,-4.056,2.167,no.urine,0
B2woods60,B2woods60spring,B,2,woods,60,spring,3.24.2019,1496,1600,YES,8.389,-4.056,2.167,no.urine,0
B2woods20,B2woods20spring,B,2,woods,20,spring,3.24.2019,1586,1600,NO,8.389,-4.056,2.167,no.urine,0
B2edge0,B2edge0spring,B,2,edge,0,spring,3.24.2019,1404,1600,YES,8.389,-4.056,2.167,no.urine,0
B2field20,B2field20spring,B,2,field,20,spring,3.24.2019,1587,1600,NO,8.389,-4.056,2.167,no.urine,0
B2field60,B2field60spring,B,2,field,60,spring,3.24.2019,1581,1600,NO,8.389,-4.056,2.167,no.urine,0
B3woods60,B3woods60spring,B,3,woods,60,spring,3.24.2019,1587,1600,NO,8.389,-4.056,2.167,no.urine,0
B3woods20,B3woods20spring,B,3,woods,20,spring,3.24.2019,1551,1600,NO,8.389,-4.056,2.167,no.urine,0
B3edge0,B3edge0spring,B,3,edge,0,spring,3.24.2019,1547,1600,NO,8.389,-4.056,2.167,no.urine,0
B3field20,B3field20spring,B,3,field,20,spring,3.24.2019,1595,1600,NO,8.389,-4.056,2.167,no.urine,0
B3field60,B3field60spring,B,3,field,60,spring,3.24.2019,1595,1600,NO,8.389,-4.056,2.167,no.urine,0
B1woods60,B1woods60spring,B,1,woods,60,spring,3.25.2019,1593,1600,NO,14.333,0.889,7.611,no.urine,0.152
B1woods20,B1woods20spring,B,1,woods,20,spring,3.25.2019,1489,1600,YES,14.333,0.889,7.611,no.urine,0.152
B1edge0,B1edge0spring,B,1,edge,0,spring,3.25.2019,802,1600,YES,14.333,0.889,7.611,no.urine,0.152
B1field20,B1field20spring,B,1,field,20,spring,3.25.2019,46,1600,YES,14.333,0.889,7.611,no.urine,0.152
B1field60,B1field60spring,B,1,field,60,spring,3.25.2019,267,1600,YES,14.333,0.889,7.611,no.urine,0.152
B2woods60,B2woods60spring,B,2,woods,60,spring,3.25.2019,1506,1600,YES,14.333,0.889,7.611,no.urine,0.152
B2woods20,B2woods20spring,B,2,woods,20,spring,3.25.2019,1588,1600,NO,14.333,0.889,7.611,no.urine,0.152
B2edge0,B2edge0spring,B,2,edge,0,spring,3.25.2019,1531,1600,NO,14.333,0.889,7.611,no.urine,0.152
B2field20,B2field20spring,B,2,field,20,spring,3.25.2019,1039,1600,YES,14.333,0.889,7.611,no.urine,0.152
B2field60,B2field60spring,B,2,field,60,spring,3.25.2019,709,1600,YES,14.333,0.889,7.611,no.urine,0.152
B3woods60,B3woods60spring,B,3,woods,60,spring,3.25.2019,1286,1600,YES,14.333,0.889,7.611,no.urine,0.152
B3woods20,B3woods20spring,B,3,woods,20,spring,3.25.2019,1388,1600,YES,14.333,0.889,7.611,no.urine,0.152
B3edge0,B3edge0spring,B,3,edge,0,spring,3.25.2019,1514,1600,YES,14.333,0.889,7.611,no.urine,0.152
B3field20,B3field20spring,B,3,field,20,spring,3.25.2019,1318,1600,YES,14.333,0.889,7.611,no.urine,0.152
B3field60,B3field60spring,B,3,field,60,spring,3.25.2019,129,1600,YES,14.333,0.889,7.611,no.urine,0.152
B1woods60,B1woods60spring,B,1,woods,60,spring,3.26.2019,1594,1600,NO,6.722,-4.611,1.056,no.urine,0
B1woods20,B1woods20spring,B,1,woods,20,spring,3.26.2019,1387,1600,YES,6.722,-4.611,1.056,no.urine,0
B1edge0,B1edge0spring,B,1,edge,0,spring,3.26.2019,1247,1600,YES,6.722,-4.611,1.056,no.urine,0
B1field20,B1field20spring,B,1,field,20,spring,3.26.2019,907,1600,YES,6.722,-4.611,1.056,no.urine,0
B1field60,B1field60spring,B,1,field,60,spring,3.26.2019,1533,1600,NO,6.722,-4.611,1.056,no.urine,0
B2woods60,B2woods60spring,B,2,woods,60,spring,3.26.2019,1505,1600,YES,6.722,-4.611,1.056,no.urine,0
B2woods20,B2woods20spring,B,2,woods,20,spring,3.26.2019,931,1600,YES,6.722,-4.611,1.056,no.urine,0
B2edge0,B2edge0spring,B,2,edge,0,spring,3.26.2019,1477,1600,YES,6.722,-4.611,1.056,no.urine,0
B2field20,B2field20spring,B,2,field,20,spring,3.26.2019,1470,1600,YES,6.722,-4.611,1.056,no.urine,0
B2field60,B2field60spring,B,2,field,60,spring,3.26.2019,1477,1600,YES,6.722,-4.611,1.056,no.urine,0
B3woods60,B3woods60spring,B,3,woods,60,spring,3.26.2019,776,1600,YES,6.722,-4.611,1.056,no.urine,0
B3woods20,B3woods20spring,B,3,woods,20,spring,3.26.2019,711,1600,YES,6.722,-4.611,1.056,no.urine,0
B3edge0,B3edge0spring,B,3,edge,0,spring,3.26.2019,1575,1600,NO,6.722,-4.611,1.056,no.urine,0
B3field20,B3field20spring,B,3,field,20,spring,3.26.2019,1596,1600,NO,6.722,-4.611,1.056,no.urine,0
B3field60,B3field60spring,B,3,field,60,spring,3.26.2019,1441,1600,YES,6.722,-4.611,1.056,no.urine,0
B1woods60,B1woods60spring,B,1,woods,60,spring,3.27.2019,1582,1600,NO,6.056,-5.444,0.306,no.urine,0
B1woods20,B1woods20spring,B,1,woods,20,spring,3.27.2019,194,1600,YES,6.056,-5.444,0.306,no.urine,0
B1edge0,B1edge0spring,B,1,edge,0,spring,3.27.2019,1535,1600,NO,6.056,-5.444,0.306,no.urine,0
B1field20,B1field20spring,B,1,field,20,spring,3.27.2019,1490,1600,YES,6.056,-5.444,0.306,no.urine,0
B1field60,B1field60spring,B,1,field,60,spring,3.27.2019,776,1600,YES,6.056,-5.444,0.306,no.urine,0
B2woods60,B2woods60spring,B,2,woods,60,spring,3.27.2019,1343,1600,YES,6.056,-5.444,0.306,no.urine,0
B2woods20,B2woods20spring,B,2,woods,20,spring,3.27.2019,1563,1600,NO,6.056,-5.444,0.306,no.urine,0
B2edge0,B2edge0spring,B,2,edge,0,spring,3.27.2019,1440,1600,YES,6.056,-5.444,0.306,no.urine,0
B2field20,B2field20spring,B,2,field,20,spring,3.27.2019,1565,1600,NO,6.056,-5.444,0.306,no.urine,0
B2field60,B2field60spring,B,2,field,60,spring,3.27.2019,1302,1600,YES,6.056,-5.444,0.306,no.urine,0
B3woods60,B3woods60spring,B,3,woods,60,spring,3.27.2019,1079,1600,YES,6.056,-5.444,0.306,no.urine,0
B3woods20,B3woods20spring,B,3,woods,20,spring,3.27.2019,884,1600,YES,6.056,-5.444,0.306,no.urine,0
B3edge0,B3edge0spring,B,3,edge,0,spring,3.27.2019,1556,1600,NO,6.056,-5.444,0.306,no.urine,0
B3field20,B3field20spring,B,3,field,20,spring,3.27.2019,1598,1600,NO,6.056,-5.444,0.306,no.urine,0
B3field60,B3field60spring,B,3,field,60,spring,3.27.2019,1423,1600,YES,6.056,-5.444,0.306,no.urine,0
B1woods60,B1woods60spring,B,1,woods,60,spring,3.28.2019,1577,1600,NO,13.778,0.222,7,no.urine,0
B1woods20,B1woods20spring,B,1,woods,20,spring,3.28.2019,771,1600,YES,13.778,0.222,7,no.urine,0
B1edge0,B1edge0spring,B,1,edge,0,spring,3.28.2019,1384,1600,YES,13.778,0.222,7,no.urine,0
B1field20,B1field20spring,B,1,field,20,spring,3.28.2019,1391,1600,YES,13.778,0.222,7,no.urine,0
B1field60,B1field60spring,B,1,field,60,spring,3.28.2019,1001,1600,YES,13.778,0.222,7,no.urine,0
B2woods60,B2woods60spring,B,2,woods,60,spring,3.28.2019,602,1600,YES,13.778,0.222,7,no.urine,0
B2woods20,B2woods20spring,B,2,woods,20,spring,3.28.2019,1175,1600,YES,13.778,0.222,7,no.urine,0
B2edge0,B2edge0spring,B,2,edge,0,spring,3.28.2019,1597,1600,NO,13.778,0.222,7,no.urine,0
B2field20,B2field20spring,B,2,field,20,spring,3.28.2019,634,1600,YES,13.778,0.222,7,no.urine,0
B2field60,B2field60spring,B,2,field,60,spring,3.28.2019,108,1600,YES,13.778,0.222,7,no.urine,0
B3woods60,B3woods60spring,B,3,woods,60,spring,3.28.2019,1114,1600,YES,13.778,0.222,7,no.urine,0
B3woods20,B3woods20spring,B,3,woods,20,spring,3.28.2019,1110,1600,YES,13.778,0.222,7,no.urine,0
B3edge0,B3edge0spring,B,3,edge,0,spring,3.28.2019,1218,1600,YES,13.778,0.222,7,no.urine,0
